STUDY_ID	SAMPLE_ID	ASH1L	ASH2L	CAMKMT	DOT1L	EEF2KMT	ETFBKMT	EZH1	EZH2	EHMT2	EHMT1	N6AMT1	METTL21A	EEF1AKMT3	METTL21C	METTL22	EEF1AKMT2	CSKMT	EEF1AKNMT	VCPKMT	KMT2A	KMT2D	KMT2C	KMT2B	KMT2E	NSD1	NSD2	NSD3	PRDM1	PRDM2	MECOM	PRDM4	PRDM5	PRDM6	PRDM7	PRDM8	PRDM9	PRDM10	PRDM11	PRDM12	PRDM13	PRDM14	PRDM15	PRDM16	SETD1A	SETD1B	SETD2	SETD3	SETD4	SETD5	SETD6	SETD7	KMT5A	SETD9	SETDB1	SETDB2	SETMAR	SMYD1	SMYD2	SMYD3	SMYD4	SMYD5	SUV39H1	SUV39H2	KMT5B	KMT5C
brca_tcga_pub2015	TCGA-AO-A1KR-01	1054.1806	558.5284	185.2843	527.7592	715.612	18.7291	282.2742	1052.8428	3227.4247	735.786	166.5552	344.4816	247.4916	1.3378	205.3512	468.5351	119.1371	903.01	119.7324	1196.6555	1850.903	1235.4515	1286.9565	1092.3679	1190.6355	2971.9064	444.8161	306.3545	523.0769	75.5853	490.301	11.3712	6.689	0	2.0067	0	108.3612	3.3445	3.3445	4.6823	0	244.1472	3.3445	1547.1572	705.0167	988.6288	1173.2441	370.5686	2704.3478	499.1906	569.8997	1473.5786	83.612	2431.4381	99.6656	786.6221	4.0134	1713.7124	405.3512	110.3679	1438.796	1548.495	385.9532	1325.7525	530.4348
brca_tcga_pub2015	TCGA-EW-A1PH-01	1277.6297	6344.0202	95.8213	474.4236	357.464	52.2334	345.8213	1257.5648	1975.8646	1053.6744	270.8934	138.3285	278.4582	0	118.5159	414.3552	84.701	2480.9078	105.5476	871.3977	1183.9049	1565.9222	3182.9971	969.0742	2256.1239	1930.4755	6765.4899	349.0634	1105.1873	56.196	1161.3833	31.7003	12.2478	1.4409	9.366	0	214.3372	11.8876	1.8012	33.8617	1.4409	258.6455	3.2421	573.8473	851.9452	2112.0317	1243.1556	327.4496	4435.5187	570.5295	803.6744	684.438	121.0375	1665.3458	342.9395	540.3458	7.2046	1949.2075	318.0836	223.7032	911.0231	295.0288	1021.6138	1940.2017	134.7262
brca_tcga_pub2015	TCGA-EW-A1PB-01	1131.3245	888.1258	174.9143	580.2508	445.9541	34.5311	345.3106	1034.6408	1219.8821	811.6412	116.8247	210.4135	243.9764	0	110.0476	230.5222	45.8682	1226.3365	76.162	670.6125	854.0918	1388.6648	1402.8645	1451.3628	3337.5717	2704.0721	1120.8071	469.5578	642.8585	129.7335	640.9222	20.6541	5.809	0.9682	11.2952	0	120.3746	25.8176	0.6454	0.3227	0	227.5177	2.9045	711.2752	606.3911	1234.7273	1208.2642	139.7378	1477.0901	224.6874	1243.118	1056.9085	84.8754	1067.881	261.726	433.7359	1.9363	897.162	627.0452	134.5743	707.7253	486.0165	380.8098	1302.1758	123.9245
brca_tcga_pub2015	TCGA-A7-A4SE-01	2736.2105	577.7719	105.5827	935.5799	383.5408	16.424	565.4539	771.3402	3868.4322	1144.9856	133.7381	322.6138	411.7725	0	225.2431	278.9788	65.5551	1086.9151	90.3319	1329.7553	3233.892	1916.3257	2906.4567	2772.789	2500.5499	3500.066	1120.9362	581.2913	778.9656	158.9606	630.5633	26.3957	60.4168	1.1731	24.636	0	268.0627	26.9822	4.6926	57.4839	0.5866	268.0627	41.0599	1839.485	2349.2147	1513.3518	1015.9401	371.2991	4782.8956	291.3906	1394.8646	583.6376	51.0316	1556.1715	232.8685	453.419	11.1448	1801.9445	301.4972	341.9706	782.485	360.7408	206.4728	1495.1681	174.2114
brca_tcga_pub2015	TCGA-C8-A131-01	1116.2608	704.5236	158.3253	665.0626	643.7199	21.1742	254.0905	473.5322	2533.6862	1244.4658	268.5274	430.2214	177.0934	0	163.6189	226.8287	62.642	900.385	95.7652	1254.5717	1309.8989	1257.9403	729.5476	1136.1309	1178.5371	1942.2522	505.7748	666.9875	686.2368	108.7584	477.8633	8.1809	20.2117	0.4812	20.693	0	222.8104	4.3311	1.9249	0	0	251.6843	4.3311	1015.3994	665.5438	1749.7594	1368.6237	359.9615	2018.2868	379.6631	1692.974	658.8065	79.4033	1081.8094	222.3292	593.359	0	936.9586	709.3359	193.9365	835.4187	296.9201	504.8123	1109.2397	258.4216
brca_tcga_pub2015	TCGA-C8-A12V-01	1628.0089	1388.4834	90.8354	906.3139	465.2433	21.8978	608.678	458.232	2261.5572	1171.1273	124.8986	469.9919	405.1095	0	130.1703	574.7405	68.1427	1090.8354	230.3325	1781.8329	1858.9416	1608.2725	1305.7583	2448.9051	1896.9992	1710.8678	1538.5239	739.6594	1541.3625	568.532	704.7851	4.8662	10.1379	0.4055	58.3942	0	223.4388	35.2798	0.4055	0.4055	0	249.3917	28.3861	871.4517	1301.7032	1870.2352	946.8775	182.8873	2972.0195	256.5612	952.9603	772.5061	28.7916	1571.7762	519.4647	571.3706	21.0868	758.7186	175.1825	215.734	500.811	432.279	322.7899	829.6837	140.7137
brca_tcga_pub2015	TCGA-A8-A09X-01	2431.6672	1224.4645	92.3109	703.3013	518.8037	55.0554	364.6901	698.3339	1069.6471	1402.0491	363.0343	217.3238	456.587	0	103.0736	186.795	93.9915	1826.3479	99.762	2059.8158	3999.6274	3467.2462	1039.4287	1679.3956	3216.8064	2005.5883	1373.4865	380.8341	1747.6974	310.4626	1443.4441	31.0463	26.0789	0	31.0463	0	329.9182	17.3859	0.8279	0	0	254.1654	26.9068	910.6903	1134.2233	1441.7883	1837.1106	192.4868	3266.4804	240.2566	2875.7115	1160.7161	289.7651	1053.5031	322.4671	686.7432	0	564.628	74.0971	225.1889	602.7114	441.2708	390.355	759.1845	153.9894
brca_tcga_pub2015	TCGA-AN-A04D-01	2480.5442	1374.3162	165.5629	1088.9692	420.1209	22.171	552.8362	1698.5315	2215.9516	818.0248	118.0536	353.8727	236.683	0	200.691	343.2882	30.2361	1445.7242	166.4267	1391.5923	3228.2062	1696.8039	1443.7086	2112.0069	2403.9735	2134.7538	1429.5998	75.4391	684.7106	94.4428	800.7486	118.6294	3.7432	0.2879	2.3035	0.8638	215.3758	8.926	0.8638	0	0	354.4486	6.9105	1151.1661	1019.8675	1412.6116	647.5669	260.2937	2163.2594	576.8989	1196.6599	1425.8566	21.8831	2489.7783	9.2139	365.966	9.7898	1365.6781	509.07	211.0567	1010.0777	563.4898	463.5762	1198.3876	414.3392
brca_tcga_pub2015	TCGA-A8-A08R-01	3632.9468	1462.6683	87.8213	633.4058	580.2264	33.6597	765.2999	2418.6047	1999.694	907.2827	134.6389	290.0857	251.224	0	151.1628	259.5624	133.5618	2305.3856	90.5753	2591.4933	3483.6995	4917.3807	1762.8519	1871.481	2121.175	4426.5606	1670.1346	511.3219	1156.3647	148.4088	593.9412	10.7099	18.0539	1.224	15.9119	1.224	246.94	20.5018	1.224	3.366	0	263.7699	8.5679	797.1236	724.9082	2370.257	1444.0024	198.2864	2786.7197	173.5037	1634.3329	760.4039	43.7576	1051.4076	357.7111	405.1408	52.3256	2077.1114	207.4663	285.4957	735.0061	408.5067	702.2644	1190.9425	115.3611
brca_tcga_pub2015	TCGA-E2-A1LH-01	1048.0108	515.5315	104.1868	583.4382	544.5958	35.5007	788.7324	546.4017	1468.6475	757.8622	223.8086	867.4513	188.3079	0	189.8514	231.2406	84.2755	767.895	216.0911	1129.0758	1250.9049	814.2003	1682.4233	992.8227	1898.5144	946.1702	432.1821	642.8709	885.9734	118.8501	537.1407	8.4893	19.2938	0.7718	32.4137	0.7718	179.8186	3.8588	5.4023	6.174	0	375.8441	13.8916	750.9165	629.7511	1065.0203	1163.033	852.788	2228.0533	341.0612	1201.6207	725.4486	30.8702	1156.0872	401.312	245.4177	6.174	2658.6919	304.8428	205.2865	642.8709	290.9512	263.9398	840.4399	144.318
brca_tcga_pub2015	TCGA-E2-A1LL-01	1304.6725	929.8978	78.883	884.4105	839.8157	61.0335	267.7415	866.5611	1628.3288	1993.9542	85.2166	158.9175	304.0161	0	215.3448	273.2806	110.5743	962.1419	104.2176	1490.1396	1801.1919	1574.7805	1284.0075	1267.1023	1443.5008	3347.6321	736.433	309.1982	1044.4796	871.7432	1225.2771	32.8199	5.1821	0	28.7894	2.8789	249.3163	27.062	0.5758	0	0	257.9531	16.1221	1082.4816	1115.8774	1514.8985	1757.3053	153.7354	1797.6105	210.416	1013.9629	997.8408	143.947	1055.9954	132.4313	508.9967	1.1516	2769.5408	271.772	193.4648	950.6262	637.9732	276.9541	763.495	108.2482
brca_tcga_pub2015	TCGA-A1-A0SP-01	1546.6545	1462.6049	170.7406	1415.8993	500.5399	62.7508	302.4444	1157.2419	2608.9019	1642.1014	225.1003	440.7151	211.9664	0	147.3915	218.6246	62.3933	1713.6082	121.4885	1716.5268	2250.1459	1590.2955	1356.0744	1663.6374	2139.0004	4844.9471	1293.3236	460.7807	1457.8621	152.1343	954.0314	8.3911	10.9449	0	17.5119	0	205.3995	10.2152	5.1076	129.1499	0	215.2499	6.2021	1099.9635	668.3692	1349.5075	1171.8351	338.5626	2245.166	260.9121	2047.4279	1025.903	212.6961	1087.5593	273.2579	338.9274	6.2021	1228.3838	307.1872	254.2868	603.7942	239.6935	289.6753	1076.2495	304.9982
brca_tcga_pub2015	TCGA-A1-A0SK-01	2369.896	7130.791	78.7898	1026.4671	93.2115	14.1822	362.433	2470.5326	3411.913	2484.3996	234.4784	252.1273	141.5065	0	100.2206	441.3583	43.5581	848.0933	132.9972	5722.0296	2911.9162	2441.538	1541.1283	1651.8657	2250.8667	6157.2644	8317.0501	125.4333	1139.6155	167.3495	1063.347	11.6609	3.7819	0.3152	4.4122	1.5758	553.4195	32.4614	0.9455	23.0066	0.3152	501.1031	1065.8683	802.3952	1181.2165	2043.1768	1645.1308	393.9489	2764.261	322.4141	2302.2376	2080.0504	91.7113	1453.8292	583.9899	383.5487	3.1516	741.8847	317.9956	521.9036	558.462	415.3798	601.3237	2120.0756	365.2695
brca_tcga_pub2015	TCGA-D8-A1JL-01	2787.7529	1374.0757	135.6719	563.7108	289.9835	53.291	620.6686	659.2923	1520.2591	1131.5773	234.9202	154.2504	151.8059	0	104.6263	279.2251	37.9319	1219.0919	113.4266	2380.2481	1382.3675	2567.7443	1256.9822	2369.2501	3539.9377	2633.0135	2999.2055	837.2548	1450.5897	148.8725	1137.1998	73.5806	26.1566	0.2445	34.7125	0	280.1442	60.3801	4.1557	23.9565	0.2445	208.7637	16.3784	692.538	972.9267	2353.6026	1049.4408	184.5627	4552.7104	199.1542	2397.3599	1330.3184	18.334	1980.5659	278.4331	392.8375	122.4714	743.14	230.7645	276.9663	930.3917	408.4826	691.3158	2026.0343	70.8916
brca_tcga_pub2015	TCGA-D8-A1JF-01	3281.6871	2269.4398	45.2207	126.386	455.0938	93.3401	635.4084	381.4769	729.908	676.5708	186.1004	202.3335	291.0356	0	176.2447	234.4808	22.6393	1149.0688	102.3263	3185.1583	1920.1217	5134.8648	846.728	2117.8056	3106.3121	1083.2669	3379.0854	395.391	1362.4176	1669.9761	1073.1212	36.2345	51.5979	0.5798	16.2331	0.2899	335.6765	9.8558	1.4494	0	0	172.1864	7.2469	471.6284	923.2553	2565.6932	2245.3801	174.2155	3409.8123	411.2037	4111.3124	579.7522	67.831	949.3442	648.4528	524.9656	0	616.5664	1106.457	412.2038	813.3923	217.1172	464.9612	1958.4028	71.8893
brca_tcga_pub2015	TCGA-A2-A04U-01	533.9914	1104.0395	117.4178	542.4081	345.0006	22.3406	755.9423	898.818	1976.8801	1210.0273	192.2328	142.3562	353.8122	0	152.7471	1161.7769	157.7556	527.3412	142.8757	480.5819	937.9192	709.7026	1908.8193	554.8253	1565.3981	1060.3975	845.3046	139.2389	452.0068	58.1894	903.494	17.1451	15.0669	0	7.7932	0	159.5012	6.7541	0	1.0391	0	277.4386	5.715	582.9328	688.4011	1390.3104	699.3116	481.1014	1554.4876	234.0304	1047.9283	1035.4592	92.4795	1268.2167	93.5186	528.8999	29.0947	1126.38	490.9729	211.456	3161.4495	666.0605	641.6418	1392.9082	229.6402
brca_tcga_pub2015	TCGA-E2-A1L7-01	1817.7314	806.5025	101.9046	1359.2139	266.0245	51.4376	427.9995	814.7519	1261.1913	989.9309	245.5417	269.8047	226.1313	0	144.6075	310.882	51.2774	959.8447	196.5304	1569.8168	2268.97	1346.5971	1453.3544	1629.2418	3021.2301	4505.1559	1048.1621	522.14	982.6519	82.009	1203.9306	14.0725	174.2084	0	60.1723	0	240.6891	58.2312	0.4853	0	0	302.3171	6.3084	702.1715	743.9039	2882.4457	1349.9939	350.8431	3804.4401	146.0002	1980.8322	609.4868	44.1587	1089.8945	717.2146	833.1918	1.941	968.0941	195.0746	294.0677	787.0921	501.7591	392.0903	1349.5087	336.2853
brca_tcga_pub2015	TCGA-AC-A2BK-01	5032.5807	1293.5721	200.1919	422.4464	159.8593	13.4314	369.0438	305.4045	3609.8497	1253.9175	137.1922	237.6079	205.6284	0	106.8116	415.9994	19.5235	3785.0975	135.2734	1524.4643	2709.2933	1505.5964	2371.922	1835.7787	1414.7745	1871.7621	1640.8698	68.4362	956.8276	266.3895	1120.243	0	7.6751	0.6396	8.6345	0	255.1967	7.3553	1.9188	13.4314	0	340.9018	1.2792	751.8388	1087.3041	1322.3537	998.401	293.8919	1606.3319	276.2904	1248.1612	1213.3035	132.0755	2055.6444	323.6329	231.8516	0	1184.8417	527.0227	244.6434	1014.7106	324.9121	681.1641	2276.623	301.2472
brca_tcga_pub2015	TCGA-BH-A0E0-01	4187.6356	945.7648	239.4881	525.2895	294.6862	38.3912	399.7562	1346.1304	1802.5594	1120.6581	245.582	155.3931	135.8927	1.2188	87.142	463.8879	122.5046	2347.3492	87.7514	1110.2986	1493.4126	2354.6618	1748.3242	1555.7587	1701.4016	1407.0689	1007.3126	412.5533	1179.159	73.1261	585.6185	7.922	9.1408	0	10.9689	0	117.6112	3.0469	6.0938	0.6094	0	321.1456	3.0469	644.7288	903.1079	1302.8641	1444.2413	326.6301	2013.4065	413.1688	591.103	823.2785	82.8763	3720.9019	166.362	516.1487	0	946.9835	250.457	167.5807	1127.3614	464.351	374.1621	1589.2748	418.6472
brca_tcga_pub2015	TCGA-BH-A42U-01	830.4344	1054.0977	187.7555	812.6427	637.2877	70.6336	1242.574	134.0596	1915.7551	1226.7175	230.2798	232.8024	325.0585	0	196.4045	304.6469	95.7085	1205.4554	200.0083	1224.9156	1100.6114	1139.5067	1289.7832	860.951	1200.0497	709.579	691.1998	251.542	1029.2318	304.8775	605.4305	35.3168	55.4978	0	49.011	0	183.0706	14.415	3.6038	0.3604	0	296.9492	57.2997	934.4531	769.4013	1202.5724	1463.1237	470.2898	1438.2578	334.9544	1127.6143	1088.6938	120.7257	871.3875	401.4581	594.2589	216.5856	586.691	335.5094	301.9945	955.7153	280.7324	116.7616	884.0006	411.1882
brca_tcga_pub2015	TCGA-LL-A5YO-01	983.4889	1162.605	91.4223	670.7972	545.8185	44.0589	500.6196	890.5411	2297.1224	1513.4242	277.5713	207.077	169.6269	0.5507	145.9452	241.9331	71.6178	1873.6059	185.5982	970.9486	965.7166	1538.7581	1710.0372	726.3225	2320.8041	1281.5641	1080.5452	491.8078	881.7293	79.8568	800.2203	13.2177	111.2488	0.5507	91.973	0	185.0475	9.3625	3.3044	1.1015	0	309.514	30.8413	907.6139	1044.1966	1719.9504	2038.2762	541.9248	1419.799	281.14	1207.2146	773.2342	30.2905	858.0476	254.4403	330.9927	3.3044	866.3087	368.9935	249.4837	756.7121	661.9854	212.0336	781.4952	258.2955
brca_tcga_pub2015	TCGA-A2-A3XT-01	2774.4862	1833.6612	201.321	1333.1922	596.3664	36.6852	515.9782	863.145	2155.1782	850.3201	179.8467	187.0048	159.8638	0	96.0376	309.0978	49.2506	2150.4061	116.3188	1063.8694	1288.5675	1436.686	1264.5939	959.9103	1810.9939	1775.5018	1576.5668	296.4638	989.3061	128.8454	929.9537	17.5969	12.2284	8.3511	19.0882	0	218.3214	32.2114	4.4738	0	0.2983	260.9716	8.3511	969.3232	987.8149	1524.969	795.4415	243.6729	1754.3258	146.5438	976.183	1637.4105	88.5812	1292.6297	227.5673	351.3424	11.6319	1273.2433	569.0673	268.1297	663.9118	812.7402	546.6983	636.1742	186.11
brca_tcga_pub2015	TCGA-A2-A3XY-01	2071.9404	968.3146	174.0228	958.563	483.1805	62.1322	590.7825	431.7661	3790.3275	2029.3009	126.3706	170.0737	300.9199	0	194.0315	1004.9278	89.5362	1506.4426	184.5537	1490.383	1854.1407	1554.6214	2548.21	1360.84	2255.4515	1387.1804	835.8887	554.7142	1072.307	180.6046	572.6167	27.9068	27.9068	0.2633	42.9133	0	289.8625	22.3781	2.1062	21.8516	0	189.8191	32.1192	1393.2356	1107.3222	1932.68	1191.5692	167.1777	2711.1754	631.6054	1194.202	802.9797	55.5504	1242.644	286.7032	502.5863	13.4269	549.9753	206.6685	183.5006	818.2495	387.7997	291.1789	1236.852	384.3772
brca_tcga_pub2015	TCGA-A2-A3XX-01	1764.0031	800.9596	119.6127	949.3617	674.2353	20.9065	609.3737	973.6955	3764.5446	1307.5144	161.083	143.9465	340.3307	0	223.8026	239.3111	31.634	3172.3074	142.2329	740.2965	1156.4185	1846.6284	2265.787	730.3504	1238.9684	1970.6966	546.6541	329.7061	860.9374	51.7522	467.8262	17.4792	13.3665	0	20.2211	0	140.862	8.5682	7.8828	48.6676	0	332.1052	21.2493	1415.4743	1028.1895	1331.8482	825.2935	518.2075	1708.851	1044.7571	679.2905	758.4611	50.724	2169.4799	249.1646	293.7195	64.7759	1986.1194	371.1764	239.9109	868.4774	592.5799	301.945	590.1808	100.7626
brca_tcga_pub2015	TCGA-BH-A0B9-01	1977.4631	1662.3377	157.6355	595.3851	454.1379	29.5567	427.8997	1362.9646	3287.0578	963.7259	231.5271	489.7	296.6861	3.3587	356.0233	346.8249	192.7362	2922.9736	108.5983	1565.3829	1343.343	1183.8334	1307.6579	1439.5432	2471.7868	2703.9857	1263.3229	155.3963	1102.7765	65.3829	1005.8218	6.4935	10.7479	0.4478	14.1066	0.8957	232.1988	30.6762	2.687	24.4066	0	294.6708	4.0305	1603.6722	848.858	1307.8818	987.9086	204.6574	3450.7389	629.5298	1581.9525	935.0649	122.481	1948.4998	369.906	274.5186	13.4348	1076.1308	313.9275	243.3945	922.9736	443.1258	645.0963	2521.0479	421.6301
brca_tcga_pub2015	TCGA-BH-A0B3-01	3948.0334	1545.2539	83.6933	920.2419	558.2724	30.7131	449.9472	938.2858	2242.0578	1210.0969	149.7265	133.6021	243.7854	0	141.2804	233.4159	49.594	1568.2887	82.1576	1995.9689	1319.4779	1620.1171	1395.1435	1653.1337	2018.6198	3445.6282	1448.1236	717.1514	976.6772	133.6021	941.3571	38.3914	22.6509	0	15.3566	0	172.3774	10.7496	0.7678	0.7678	0	182.3592	6.5265	1091.0836	972.0703	1936.4622	1585.9487	212.6884	2671.6575	283.1788	1223.5339	1192.4369	114.7903	2076.2069	167.7704	363.9505	11.5174	1260.7736	493.3295	241.4819	763.9889	466.0716	594.6828	1423.1692	218.0632
brca_tcga_pub2015	TCGA-BH-A0BL-01	3469.9782	972.9661	45.8975	563.524	257.4941	48.6331	588.7645	1383.3079	1155.0363	2069.6426	307.3004	266.5702	250.7645	0	95.7464	327.3889	31.4048	1194.2467	146.2033	1913.4088	2054.8794	3554.7761	1161.4194	2335.1763	2507.9485	2608.8622	1153.2125	833.4499	1458.6892	250.1565	862.3258	26.1403	46.5054	0	44.6817	1.2158	249.8526	15.1978	3.3435	0.6079	0	226.1439	15.8058	1076.0075	727.9768	2023.4412	1018.8636	259.2752	4121.3518	327.1792	2821.632	671.1369	100.6097	1907.0257	306.0846	703.6602	24.6205	670.225	351.6781	306.9965	568.0955	288.1512	647.4282	1257.4697	200.3076
brca_tcga_pub2015	TCGA-BH-A0BG-01	2391.8352	872.7353	147.0796	389.3744	631.5247	54.9977	602.775	362.6707	1974.5753	964.8172	147.0796	404.7832	186.3637	0	115.3381	240.3526	96.6043	1330.6306	98.9959	1205.8643	1202.533	1356.7152	1434.3406	2420.8017	1781.9262	3018.5892	890.9631	333.7576	1307.0601	84.8536	916.4192	29.2274	11.3138	0	25.7704	0.6285	236.9616	16.6565	0.3143	27.9703	0	194.5348	6.914	1097.7545	932.1328	1510.7088	1468.5963	136.3943	1828.4385	535.4452	2011.9738	737.2837	17.285	1222.8351	330.3006	335.6432	1.8856	2155.5964	195.1633	217.1624	775.625	264.6176	332.8148	1610.6476	93.339
